row_id,previous_gap_seconds,previous_threshold_seconds,gap_minus_threshold_seconds,previous_same_author,inferred_previous_completion,inferred_previous_state,state_same_author_cross
4149,97.793,11.04,86.753,0.0,1.0,2.0,4.0
4150,428776.992,18.0,428758.992,0.0,-1.0,3.0,6.0
4151,822.074,18.0,804.074,0.0,1.0,2.0,4.0
4152,418953.762,18.0,418935.762,0.0,-1.0,3.0,6.0
4153,11.038,18.0,-6.962,0.0,0.0,1.0,2.0
4154,6264.487,18.0,6246.487,0.0,-1.0,3.0,6.0
4155,17879.423,14.266,17865.157,0.0,-1.0,3.0,6.0
4156,1310.091,16.066,1294.025,0.0,1.0,2.0,4.0
4157,350619.69,18.0,350601.69,0.0,-1.0,3.0,6.0
4158,8645.613,14.533,8631.08,0.0,-1.0,3.0,6.0
4159,4781.271,18.0,4763.271,0.0,-1.0,3.0,6.0
4160,86905.595,18.0,86887.595,0.0,-1.0,3.0,6.0
4161,477.828,18.0,459.828,0.0,1.0,2.0,4.0
4162,1227.598,18.0,1209.598,1.0,1.0,2.0,5.0
4163,388.666,18.0,370.666,1.0,1.0,2.0,5.0
4164,529141.513,18.0,529123.513,0.0,-1.0,3.0,6.0
4165,23753.231,18.0,23735.231,0.0,-1.0,3.0,6.0
4166,854.52,18.0,836.52,0.0,1.0,2.0,4.0
4167,344768.204,18.0,344750.204,0.0,-1.0,3.0,6.0
4168,7806.655,18.0,7788.655,0.0,-1.0,3.0,6.0
4169,9.606,18.0,-8.394,0.0,0.0,1.0,2.0
4170,377.709,18.0,359.709,0.0,1.0,2.0,4.0
4171,208571.542,18.0,208553.542,0.0,-1.0,3.0,6.0
4172,21317.58,18.0,21299.58,0.0,-1.0,3.0,6.0
4173,92311.522,18.0,92293.522,0.0,-1.0,3.0,6.0
4174,118402.576,18.0,118384.576,0.0,-1.0,3.0,6.0
4175,556334.362,18.0,556316.362,0.0,-1.0,3.0,6.0
4176,198135.14,18.0,198117.14,0.0,-1.0,3.0,6.0
4177,56346.491,18.0,56328.491,0.0,-1.0,3.0,6.0
4178,53523.879,18.0,53505.879,0.0,-1.0,3.0,6.0
4179,3277.544,18.0,3259.544,0.0,-1.0,3.0,6.0
4180,27694.417,18.0,27676.417,0.0,-1.0,3.0,6.0
4181,11661.338,14.5,11646.838,0.0,-1.0,3.0,6.0
4182,14180.278,13.166,14167.112,0.0,-1.0,3.0,6.0
4183,180552.443,18.0,180534.443,0.0,-1.0,3.0,6.0
4184,25363.984,15.233,25348.751,0.0,-1.0,3.0,6.0
4185,47965.714,18.0,47947.714,0.0,-1.0,3.0,6.0
4186,11634.682,18.0,11616.682,0.0,-1.0,3.0,6.0
4187,3640.998,18.0,3622.998,0.0,-1.0,3.0,6.0
4188,344.958,18.0,326.958,0.0,1.0,2.0,4.0
4189,6435.398,18.0,6417.398,0.0,-1.0,3.0,6.0
4190,5040.428,18.0,5022.428,0.0,-1.0,3.0,6.0
4191,65073.192,18.0,65055.192,0.0,-1.0,3.0,6.0
4192,179536.014,18.0,179518.014,0.0,-1.0,3.0,6.0
4193,35499.634,18.0,35481.634,0.0,-1.0,3.0,6.0
4194,2391.418,11.795,2379.623,0.0,-1.0,3.0,6.0
4195,51.688,18.0,33.688,0.0,1.0,2.0,4.0
4196,30669.686,18.0,30651.686,0.0,-1.0,3.0,6.0
4197,75934.832,18.0,75916.832,1.0,-1.0,3.0,7.0
4198,179485.07,18.0,179467.07,0.0,-1.0,3.0,6.0
4199,3747.901,18.0,3729.901,0.0,-1.0,3.0,6.0
4200,276168.687,0.0,276168.687,0.0,-1.0,3.0,6.0
4201,51547.588,18.0,51529.588,0.0,-1.0,3.0,6.0
4202,314.075,0.0,314.075,0.0,-1.0,3.0,6.0
4203,27065.593,18.0,27047.593,0.0,-1.0,3.0,6.0
4204,152396.872,6.733,152390.139,0.0,-1.0,3.0,6.0
4205,19544.723,18.0,19526.723,0.0,-1.0,3.0,6.0
4206,190273.775,18.0,190255.775,0.0,-1.0,3.0,6.0
4207,34090.697,18.0,34072.697,0.0,-1.0,3.0,6.0
4208,14871.82,18.0,14853.82,0.0,-1.0,3.0,6.0
4209,87862.151,18.0,87844.151,0.0,-1.0,3.0,6.0
4210,870.422,18.0,852.422,0.0,1.0,2.0,4.0
4211,870.422,18.0,852.422,0.0,1.0,2.0,4.0
4212,67355.123,18.0,67337.123,0.0,-1.0,3.0,6.0
4213,8623.876,18.0,8605.876,0.0,-1.0,3.0,6.0
4214,261016.862,18.0,260998.862,0.0,-1.0,3.0,6.0
4215,412362.125,18.0,412344.125,0.0,-1.0,3.0,6.0
4216,2932.124,18.0,2914.124,0.0,-1.0,3.0,6.0
4217,25984.827,18.0,25966.827,0.0,-1.0,3.0,6.0
4218,29945.774,18.0,29927.774,0.0,-1.0,3.0,6.0
4219,1601.296,18.0,1583.296,0.0,1.0,2.0,4.0
4220,3184.258,18.0,3166.258,0.0,-1.0,3.0,6.0
4221,262104.034,18.0,262086.034,0.0,-1.0,3.0,6.0
4222,285498.377,18.0,285480.377,0.0,-1.0,3.0,6.0
4223,79257.267,18.0,79239.267,0.0,-1.0,3.0,6.0
4224,160591.114,18.0,160573.114,0.0,-1.0,3.0,6.0
4225,600312.538,18.0,600294.538,0.0,-1.0,3.0,6.0
4226,26979.248,18.0,26961.248,0.0,-1.0,3.0,6.0
4227,72773.819,6.766,72767.053,0.0,-1.0,3.0,6.0
4228,180995.923,15.3,180980.623,0.0,-1.0,3.0,6.0
4229,512628.84,18.0,512610.84,0.0,-1.0,3.0,6.0
4230,10690.798,18.0,10672.798,0.0,-1.0,3.0,6.0
4231,85374.164,18.0,85356.164,0.0,-1.0,3.0,6.0
4232,90247.796,18.0,90229.796,0.0,-1.0,3.0,6.0
4233,47017.629,18.0,46999.629,0.0,-1.0,3.0,6.0
4234,84001.154,18.0,83983.154,0.0,-1.0,3.0,6.0
4235,572.814,18.0,554.814,0.0,1.0,2.0,4.0
4236,2127.39,18.0,2109.39,0.0,-1.0,3.0,6.0
4237,322190.943,18.0,322172.943,0.0,-1.0,3.0,6.0
4238,867418.38,10.383,867407.997,0.0,-1.0,3.0,6.0
4239,806489.999,18.0,806471.999,0.0,-1.0,3.0,6.0
4240,414718.686,18.0,414700.686,0.0,-1.0,3.0,6.0
4241,306584.716,18.0,306566.716,0.0,-1.0,3.0,6.0
4242,12828.29,0.0,12828.29,0.0,-1.0,3.0,6.0
4243,69599.828,18.0,69581.828,0.0,-1.0,3.0,6.0
4244,261.864,18.0,243.864,0.0,1.0,2.0,4.0
4245,430633.269,11.933,430621.336,0.0,-1.0,3.0,6.0
4246,6153.952,18.0,6135.952,0.0,-1.0,3.0,6.0
4247,924.223,18.0,906.223,0.0,1.0,2.0,4.0
4248,31645.226,18.0,31627.226,0.0,-1.0,3.0,6.0
4249,10399.68,18.0,10381.68,0.0,-1.0,3.0,6.0
4250,16194.487,18.0,16176.487,0.0,-1.0,3.0,6.0
4251,945.505,18.0,927.505,0.0,1.0,2.0,4.0
4252,754.024,18.0,736.024,0.0,1.0,2.0,4.0
4253,207701.197,18.0,207683.197,0.0,-1.0,3.0,6.0
4254,279758.085,18.0,279740.085,0.0,-1.0,3.0,6.0
4255,87364.901,12.9,87352.001,0.0,-1.0,3.0,6.0
4256,85429.112,18.0,85411.112,0.0,-1.0,3.0,6.0
4257,287093.599,18.0,287075.599,0.0,-1.0,3.0,6.0
4258,1250.1,18.0,1232.1,0.0,1.0,2.0,4.0
4259,307546.59,18.0,307528.59,0.0,-1.0,3.0,6.0
4260,6921.549,18.0,6903.549,0.0,-1.0,3.0,6.0
4261,35036.854,18.0,35018.854,0.0,-1.0,3.0,6.0
4262,7388.746,18.0,7370.746,0.0,-1.0,3.0,6.0
4263,802.716,18.0,784.716,0.0,1.0,2.0,4.0
4264,8985.738,11.016,8974.722,0.0,-1.0,3.0,6.0
4265,56657.834,10.833,56647.001,0.0,-1.0,3.0,6.0
4266,24005.159,18.0,23987.159,0.0,-1.0,3.0,6.0
4267,1314.858,18.0,1296.858,0.0,1.0,2.0,4.0
4268,444.641,18.0,426.641,0.0,1.0,2.0,4.0
4269,1351.318,18.0,1333.318,0.0,1.0,2.0,4.0
4270,1606.272,18.0,1588.272,0.0,1.0,2.0,4.0
4271,54118.489,18.0,54100.489,0.0,-1.0,3.0,6.0
4272,75.015,17.533,57.482,0.0,1.0,2.0,4.0
4273,748.201,18.0,730.201,0.0,1.0,2.0,4.0
4274,2711.515,18.0,2693.515,0.0,-1.0,3.0,6.0
4275,3430.919,15.1,3415.819,0.0,-1.0,3.0,6.0
4276,25620.153,7.433,25612.72,0.0,-1.0,3.0,6.0
4277,166490.284,7.4,166482.884,0.0,-1.0,3.0,6.0
4278,319765.863,18.0,319747.863,0.0,-1.0,3.0,6.0
4279,162110.672,13.2,162097.472,0.0,-1.0,3.0,6.0
4280,12164.387,18.0,12146.387,0.0,-1.0,3.0,6.0
4281,104530.505,18.0,104512.505,0.0,-1.0,3.0,6.0
4282,477469.453,18.0,477451.453,0.0,-1.0,3.0,6.0
4283,728657.059,18.0,728639.059,0.0,-1.0,3.0,6.0
4284,31142.103,18.0,31124.103,0.0,-1.0,3.0,6.0
4285,20394.499,18.0,20376.499,0.0,-1.0,3.0,6.0
4286,34274.9,18.0,34256.9,0.0,-1.0,3.0,6.0
4287,189800.482,10.2,189790.282,0.0,-1.0,3.0,6.0
4288,189800.482,10.2,189790.282,0.0,-1.0,3.0,6.0
4289,44.406,16.366,28.04,0.0,1.0,2.0,4.0
4290,149.947,18.0,131.947,0.0,1.0,2.0,4.0
4291,77645.076,18.0,77627.076,0.0,-1.0,3.0,6.0
4292,7890.83,18.0,7872.83,0.0,-1.0,3.0,6.0
4293,84427.344,18.0,84409.344,0.0,-1.0,3.0,6.0
4294,89.741,18.0,71.741,0.0,1.0,2.0,4.0
4295,315.397,18.0,297.397,0.0,1.0,2.0,4.0
4296,258.757,18.0,240.757,0.0,1.0,2.0,4.0
4297,79249.813,18.0,79231.813,0.0,-1.0,3.0,6.0
4298,27364.842,18.0,27346.842,0.0,-1.0,3.0,6.0
4299,98254.06,16.4,98237.66,0.0,-1.0,3.0,6.0
4300,98254.06,16.4,98237.66,0.0,-1.0,3.0,6.0
4301,56991.93,18.0,56973.93,0.0,-1.0,3.0,6.0
4302,5240.947,18.0,5222.947,0.0,-1.0,3.0,6.0
4303,445380.216,18.0,445362.216,0.0,-1.0,3.0,6.0
4304,2270.438,18.0,2252.438,0.0,-1.0,3.0,6.0
4305,65031.901,18.0,65013.901,0.0,-1.0,3.0,6.0
4306,49963.71,18.0,49945.71,0.0,-1.0,3.0,6.0
4307,67.52,18.0,49.52,0.0,1.0,2.0,4.0
4308,112.73,18.0,94.73,0.0,1.0,2.0,4.0
4309,7733.678,18.0,7715.678,0.0,-1.0,3.0,6.0
4310,536.198,18.0,518.198,0.0,1.0,2.0,4.0
4311,151677.532,18.0,151659.532,0.0,-1.0,3.0,6.0
4312,27732.246,18.0,27714.246,0.0,-1.0,3.0,6.0
4313,69796.534,18.0,69778.534,0.0,-1.0,3.0,6.0
4314,252.446,18.0,234.446,0.0,1.0,2.0,4.0
4315,252.446,18.0,234.446,0.0,1.0,2.0,4.0
4316,103672.303,11.0,103661.303,0.0,-1.0,3.0,6.0
4317,34.765,18.0,16.765,0.0,1.0,2.0,4.0
4318,34.765,18.0,16.765,0.0,1.0,2.0,4.0
4319,174069.319,18.0,174051.319,0.0,-1.0,3.0,6.0
4320,96777.449,0.0,96777.449,0.0,-1.0,3.0,6.0
4321,83165.985,18.0,83147.985,0.0,-1.0,3.0,6.0
4322,66856.029,7.827,66848.202,0.0,-1.0,3.0,6.0
4323,479.793,18.0,461.793,0.0,1.0,2.0,4.0
4324,1456304.462,18.0,1456286.462,0.0,-1.0,3.0,6.0
4325,9564.038,18.0,9546.038,0.0,-1.0,3.0,6.0
4326,626609.995,0.0,626609.995,0.0,-1.0,3.0,6.0
4327,79653.251,18.0,79635.251,0.0,-1.0,3.0,6.0
4328,70546.88,18.0,70528.88,0.0,-1.0,3.0,6.0
4329,507.642,18.0,489.642,0.0,1.0,2.0,4.0
4330,7290.544,18.0,7272.544,0.0,-1.0,3.0,6.0
4331,7329.818,10.2,7319.618,0.0,-1.0,3.0,6.0
4332,3937.527,18.0,3919.527,0.0,-1.0,3.0,6.0
4333,22878.116,12.733,22865.383,0.0,-1.0,3.0,6.0
4334,59645.065,18.0,59627.065,0.0,-1.0,3.0,6.0
4335,13529.207,18.0,13511.207,0.0,-1.0,3.0,6.0
4336,1156.445,18.0,1138.445,0.0,1.0,2.0,4.0
4337,158.463,18.0,140.463,0.0,1.0,2.0,4.0
4338,6508.773,17.413,6491.36,0.0,-1.0,3.0,6.0
4339,11023.709,18.0,11005.709,0.0,-1.0,3.0,6.0
4340,41.146,18.0,23.146,0.0,1.0,2.0,4.0
4341,41.146,18.0,23.146,0.0,1.0,2.0,4.0
4342,17746.14,18.0,17728.14,0.0,-1.0,3.0,6.0
4343,38560.963,18.0,38542.963,0.0,-1.0,3.0,6.0
4344,796.435,18.0,778.435,0.0,1.0,2.0,4.0
4345,9735.233,18.0,9717.233,0.0,-1.0,3.0,6.0
4346,514.856,18.0,496.856,0.0,1.0,2.0,4.0
4347,602.908,18.0,584.908,0.0,1.0,2.0,4.0
4348,5551.645,18.0,5533.645,0.0,-1.0,3.0,6.0
4349,294120.663,18.0,294102.663,0.0,-1.0,3.0,6.0
4350,2883.991,18.0,2865.991,0.0,-1.0,3.0,6.0
4351,35512.647,18.0,35494.647,0.0,-1.0,3.0,6.0
4352,1160.573,18.0,1142.573,0.0,1.0,2.0,4.0
4353,14088.083,18.0,14070.083,0.0,-1.0,3.0,6.0
4354,1863.265,18.0,1845.265,0.0,-1.0,3.0,6.0
4355,1012.673,15.473,997.2,0.0,1.0,2.0,4.0
4356,338016.349,18.0,337998.349,1.0,-1.0,3.0,7.0
4357,270250.061,18.0,270232.061,0.0,-1.0,3.0,6.0
4358,61314.804,18.0,61296.804,0.0,-1.0,3.0,6.0
4359,99526.211,18.0,99508.211,0.0,-1.0,3.0,6.0
4360,10011.048,18.0,9993.048,0.0,-1.0,3.0,6.0
4361,22221.72,8.533,22213.187,0.0,-1.0,3.0,6.0
4362,3907.669,18.0,3889.669,0.0,-1.0,3.0,6.0
4363,228139.168,12.266,228126.902,0.0,-1.0,3.0,6.0
4364,225145.638,18.0,225127.638,0.0,-1.0,3.0,6.0
4365,10444.469,18.0,10426.469,0.0,-1.0,3.0,6.0
4366,15588.888,18.0,15570.888,0.0,-1.0,3.0,6.0
4367,6918.951,18.0,6900.951,0.0,-1.0,3.0,6.0
4368,42309.082,18.0,42291.082,0.0,-1.0,3.0,6.0
4369,46415.216,18.0,46397.216,0.0,-1.0,3.0,6.0
4370,79918.547,18.0,79900.547,0.0,-1.0,3.0,6.0
4371,121093.61,18.0,121075.61,0.0,-1.0,3.0,6.0
4372,187048.598,18.0,187030.598,0.0,-1.0,3.0,6.0
4373,1806.639,18.0,1788.639,0.0,-1.0,3.0,6.0
4374,88345.69,18.0,88327.69,0.0,-1.0,3.0,6.0
4375,184155.78,18.0,184137.78,0.0,-1.0,3.0,6.0
4376,772500.583,18.0,772482.583,0.0,-1.0,3.0,6.0
4377,295027.273,18.0,295009.273,0.0,-1.0,3.0,6.0
4378,4851.677,14.566,4837.111,0.0,-1.0,3.0,6.0
4379,965.171,18.0,947.171,0.0,1.0,2.0,4.0
4380,39051.787,18.0,39033.787,0.0,-1.0,3.0,6.0
4381,258616.25,18.0,258598.25,0.0,-1.0,3.0,6.0
4382,301147.069,18.0,301129.069,0.0,-1.0,3.0,6.0
4383,184543.653,18.0,184525.653,0.0,-1.0,3.0,6.0
4384,38784.083,18.0,38766.083,0.0,-1.0,3.0,6.0
4385,164595.738,18.0,164577.738,0.0,-1.0,3.0,6.0
4386,73861.289,18.0,73843.289,0.0,-1.0,3.0,6.0
4387,720.354,18.0,702.354,0.0,1.0,2.0,4.0
4388,2328.033,18.0,2310.033,0.0,-1.0,3.0,6.0
4389,15852.433,18.0,15834.433,0.0,-1.0,3.0,6.0
4390,8220.595,18.0,8202.595,0.0,-1.0,3.0,6.0
4391,74136.572,18.0,74118.572,0.0,-1.0,3.0,6.0
4392,687.431,18.0,669.431,0.0,1.0,2.0,4.0
4393,1165.557,18.0,1147.557,0.0,1.0,2.0,4.0
4394,1165.557,18.0,1147.557,0.0,1.0,2.0,4.0
4395,3112.376,18.0,3094.376,0.0,-1.0,3.0,6.0
4396,8440.579,18.0,8422.579,0.0,-1.0,3.0,6.0
4397,339.65,11.466,328.184,0.0,1.0,2.0,4.0
4398,339.65,11.466,328.184,0.0,1.0,2.0,4.0
4399,442.325,18.0,424.325,0.0,1.0,2.0,4.0
4400,294.022,18.0,276.022,0.0,1.0,2.0,4.0
4401,294.022,18.0,276.022,0.0,1.0,2.0,4.0
4402,167027.654,18.0,167009.654,0.0,-1.0,3.0,6.0
4403,699.044,18.0,681.044,0.0,1.0,2.0,4.0
4404,89289.79,18.0,89271.79,0.0,-1.0,3.0,6.0
4405,89289.79,18.0,89271.79,0.0,-1.0,3.0,6.0
4406,10203.079,18.0,10185.079,0.0,-1.0,3.0,6.0
4407,160891.021,18.0,160873.021,0.0,-1.0,3.0,6.0
4408,349716.434,18.0,349698.434,0.0,-1.0,3.0,6.0
4409,479814.894,18.0,479796.894,0.0,-1.0,3.0,6.0
4410,159900.977,18.0,159882.977,0.0,-1.0,3.0,6.0
4411,741204.705,18.0,741186.705,0.0,-1.0,3.0,6.0
4412,22743.56,10.266,22733.294,0.0,-1.0,3.0,6.0
4413,1890.171,0.0,1890.171,0.0,-1.0,3.0,6.0
4414,255786.711,18.0,255768.711,0.0,-1.0,3.0,6.0
4415,10075.727,13.383,10062.344,0.0,-1.0,3.0,6.0
4416,218444.942,0.0,218444.942,0.0,-1.0,3.0,6.0
4417,950608.587,18.0,950590.587,0.0,-1.0,3.0,6.0
4418,4567.337,12.971,4554.366,0.0,-1.0,3.0,6.0
4419,1612.657,18.0,1594.657,0.0,1.0,2.0,4.0
4420,2909.632,18.0,2891.632,0.0,-1.0,3.0,6.0
4421,228.747,18.0,210.747,0.0,1.0,2.0,4.0
4422,3921.407,18.0,3903.407,0.0,-1.0,3.0,6.0
4423,1891.571,18.0,1873.571,0.0,-1.0,3.0,6.0
4424,867.912,18.0,849.912,0.0,1.0,2.0,4.0
4425,427845.176,18.0,427827.176,0.0,-1.0,3.0,6.0
4426,36844.975,18.0,36826.975,0.0,-1.0,3.0,6.0
4427,25083.718,18.0,25065.718,0.0,-1.0,3.0,6.0
4428,42499.457,18.0,42481.457,0.0,-1.0,3.0,6.0
4429,1421.783,18.0,1403.783,0.0,1.0,2.0,4.0
4430,63902.78,18.0,63884.78,0.0,-1.0,3.0,6.0
4431,501.691,18.0,483.691,0.0,1.0,2.0,4.0
4432,34253.164,18.0,34235.164,0.0,-1.0,3.0,6.0
4433,94414.861,18.0,94396.861,0.0,-1.0,3.0,6.0
4434,3789.346,18.0,3771.346,0.0,-1.0,3.0,6.0
4435,71360.718,18.0,71342.718,0.0,-1.0,3.0,6.0
4436,20190.152,18.0,20172.152,0.0,-1.0,3.0,6.0
4437,200451.031,12.833,200438.198,0.0,-1.0,3.0,6.0
4438,28755.037,18.0,28737.037,0.0,-1.0,3.0,6.0
4439,42831.936,18.0,42813.936,0.0,-1.0,3.0,6.0
4440,8476.071,18.0,8458.071,0.0,-1.0,3.0,6.0
4441,5055.796,18.0,5037.796,0.0,-1.0,3.0,6.0
4442,2367.736,18.0,2349.736,0.0,-1.0,3.0,6.0
4443,1709.302,16.066,1693.236,0.0,1.0,2.0,4.0
4444,87660.142,10.8,87649.342,0.0,-1.0,3.0,6.0
4445,71215.517,18.0,71197.517,0.0,-1.0,3.0,6.0
4446,11685.45,18.0,11667.45,0.0,-1.0,3.0,6.0
4447,101442.763,18.0,101424.763,0.0,-1.0,3.0,6.0
4448,87460.734,18.0,87442.734,0.0,-1.0,3.0,6.0
4449,438951.374,18.0,438933.374,0.0,-1.0,3.0,6.0
4450,13507.387,18.0,13489.387,0.0,-1.0,3.0,6.0
4451,2197.432,14.966,2182.466,0.0,-1.0,3.0,6.0
4452,1041.859,18.0,1023.859,0.0,1.0,2.0,4.0
4453,23186.069,18.0,23168.069,0.0,-1.0,3.0,6.0
4454,62771.688,18.0,62753.688,0.0,-1.0,3.0,6.0
4455,15802.29,18.0,15784.29,0.0,-1.0,3.0,6.0
4456,92514.357,9.862,92504.495,0.0,-1.0,3.0,6.0
4457,23719.056,18.0,23701.056,0.0,-1.0,3.0,6.0
4458,5510.628,18.0,5492.628,0.0,-1.0,3.0,6.0
4459,25786.897,11.84,25775.057,0.0,-1.0,3.0,6.0
4460,278928.78,18.0,278910.78,0.0,-1.0,3.0,6.0
4461,40992.55,18.0,40974.55,0.0,-1.0,3.0,6.0
4462,208632.954,18.0,208614.954,0.0,-1.0,3.0,6.0
4463,60975.332,18.0,60957.332,0.0,-1.0,3.0,6.0
4464,522456.169,18.0,522438.169,0.0,-1.0,3.0,6.0
4465,9847.069,18.0,9829.069,0.0,-1.0,3.0,6.0
4466,242208.079,18.0,242190.079,0.0,-1.0,3.0,6.0
4467,50926.985,0.0,50926.985,0.0,-1.0,3.0,6.0
4468,20487.905,18.0,20469.905,0.0,-1.0,3.0,6.0
4469,82948.671,9.866,82938.805,0.0,-1.0,3.0,6.0
4470,753.64,10.2,743.44,0.0,1.0,2.0,4.0
4471,10766.021,0.0,10766.021,0.0,-1.0,3.0,6.0
4472,106520.194,0.0,106520.194,0.0,-1.0,3.0,6.0
4473,817.435,16.666,800.769,0.0,1.0,2.0,4.0
4474,89.328,18.0,71.328,0.0,1.0,2.0,4.0
4475,148315.52,9.783,148305.737,0.0,-1.0,3.0,6.0
4476,3951.34,18.0,3933.34,0.0,-1.0,3.0,6.0
4477,690.872,18.0,672.872,0.0,1.0,2.0,4.0
4478,56209.353,18.0,56191.353,0.0,-1.0,3.0,6.0
4479,468720.143,17.04,468703.103,0.0,-1.0,3.0,6.0
4480,92521.853,18.0,92503.853,0.0,-1.0,3.0,6.0
4481,361.975,18.0,343.975,0.0,1.0,2.0,4.0
4482,82575.83,17.766,82558.064,0.0,-1.0,3.0,6.0
4483,23210.873,18.0,23192.873,0.0,-1.0,3.0,6.0
4484,10938.82,18.0,10920.82,0.0,-1.0,3.0,6.0
4485,71766.652,18.0,71748.652,0.0,-1.0,3.0,6.0
4486,30516.243,18.0,30498.243,0.0,-1.0,3.0,6.0
4487,183.142,13.2,169.942,0.0,1.0,2.0,4.0
4488,9453.508,18.0,9435.508,0.0,-1.0,3.0,6.0
4489,28580.586,18.0,28562.586,0.0,-1.0,3.0,6.0
4490,28580.586,18.0,28562.586,0.0,-1.0,3.0,6.0
4491,94050.937,13.933,94037.004,0.0,-1.0,3.0,6.0
4492,94050.937,13.933,94037.004,0.0,-1.0,3.0,6.0
4493,28071.261,18.0,28053.261,0.0,-1.0,3.0,6.0
4494,28071.261,18.0,28053.261,0.0,-1.0,3.0,6.0
4495,327204.273,18.0,327186.273,0.0,-1.0,3.0,6.0
4496,39033.103,18.0,39015.103,0.0,-1.0,3.0,6.0
4497,39033.103,18.0,39015.103,0.0,-1.0,3.0,6.0
4498,2211.236,18.0,2193.236,0.0,-1.0,3.0,6.0
4499,46133.54,18.0,46115.54,0.0,-1.0,3.0,6.0
4500,173644.664,18.0,173626.664,0.0,-1.0,3.0,6.0
4501,141237.305,18.0,141219.305,0.0,-1.0,3.0,6.0
4502,38232.395,18.0,38214.395,0.0,-1.0,3.0,6.0
4503,9021.904,18.0,9003.904,0.0,-1.0,3.0,6.0
4504,8732.056,18.0,8714.056,0.0,-1.0,3.0,6.0
4505,6266.322,18.0,6248.322,0.0,-1.0,3.0,6.0
4506,37532.98,14.266,37518.714,0.0,-1.0,3.0,6.0
4507,40550.78,16.266,40534.514,0.0,-1.0,3.0,6.0
4508,25088.332,18.0,25070.332,0.0,-1.0,3.0,6.0
4509,44818.148,16.116,44802.032,0.0,-1.0,3.0,6.0
4510,87612.567,9.866,87602.701,0.0,-1.0,3.0,6.0
4511,169317.634,18.0,169299.634,0.0,-1.0,3.0,6.0
4512,188999.378,18.0,188981.378,0.0,-1.0,3.0,6.0
4513,18578.476,0.0,18578.476,0.0,-1.0,3.0,6.0
4514,795259.652,18.0,795241.652,0.0,-1.0,3.0,6.0
4515,9794.882,16.066,9778.816,0.0,-1.0,3.0,6.0
4516,174453.284,18.0,174435.284,0.0,-1.0,3.0,6.0
4517,157968.795,18.0,157950.795,0.0,-1.0,3.0,6.0
4518,171751.936,18.0,171733.936,0.0,-1.0,3.0,6.0
4519,77943.233,18.0,77925.233,0.0,-1.0,3.0,6.0
4520,197.538,0.0,197.538,0.0,-1.0,3.0,6.0
4521,8880.76,18.0,8862.76,0.0,-1.0,3.0,6.0
4522,347103.213,18.0,347085.213,0.0,-1.0,3.0,6.0
4523,61504.319,18.0,61486.319,0.0,-1.0,3.0,6.0
4524,583962.107,18.0,583944.107,0.0,-1.0,3.0,6.0
4525,23166.892,18.0,23148.892,0.0,-1.0,3.0,6.0
4526,545481.459,18.0,545463.459,0.0,-1.0,3.0,6.0
4527,108910.76,18.0,108892.76,0.0,-1.0,3.0,6.0
4528,1124.206,18.0,1106.206,0.0,1.0,2.0,4.0
4529,28051.655,18.0,28033.655,0.0,-1.0,3.0,6.0
4530,11864.681,18.0,11846.681,0.0,-1.0,3.0,6.0
4531,181115.079,11.533,181103.546,0.0,-1.0,3.0,6.0
4532,8379.592,18.0,8361.592,0.0,-1.0,3.0,6.0
4533,2670.239,18.0,2652.239,0.0,-1.0,3.0,6.0
4534,431177.221,18.0,431159.221,0.0,-1.0,3.0,6.0
4535,612244.123,18.0,612226.123,0.0,-1.0,3.0,6.0
4536,6611.81,18.0,6593.81,0.0,-1.0,3.0,6.0
4537,52625.159,18.0,52607.159,0.0,-1.0,3.0,6.0
4538,246727.307,18.0,246709.307,0.0,-1.0,3.0,6.0
4539,5838.819,18.0,5820.819,0.0,-1.0,3.0,6.0
4540,69590.618,18.0,69572.618,0.0,-1.0,3.0,6.0
4541,186394.181,13.2,186380.981,0.0,-1.0,3.0,6.0
4542,29093.128,18.0,29075.128,0.0,-1.0,3.0,6.0
4543,1201561.957,18.0,1201543.957,0.0,-1.0,3.0,6.0
4544,91681.869,18.0,91663.869,0.0,-1.0,3.0,6.0
4545,2087.501,18.0,2069.501,0.0,-1.0,3.0,6.0
4546,56659.456,18.0,56641.456,0.0,-1.0,3.0,6.0
4547,10464.471,18.0,10446.471,0.0,-1.0,3.0,6.0
4548,2511.086,18.0,2493.086,0.0,-1.0,3.0,6.0
4549,264015.115,11.3,264003.815,0.0,-1.0,3.0,6.0
4550,39332.013,18.0,39314.013,0.0,-1.0,3.0,6.0
4551,99276.896,18.0,99258.896,0.0,-1.0,3.0,6.0
4552,89408.996,18.0,89390.996,0.0,-1.0,3.0,6.0
4553,322736.137,18.0,322718.137,0.0,-1.0,3.0,6.0
4554,26690.811,18.0,26672.811,0.0,-1.0,3.0,6.0
4555,96528.208,18.0,96510.208,0.0,-1.0,3.0,6.0
4556,179609.62,11.04,179598.58,0.0,-1.0,3.0,6.0
4557,179609.62,11.04,179598.58,0.0,-1.0,3.0,6.0
4558,200034.835,18.0,200016.835,0.0,-1.0,3.0,6.0
4559,319514.69,18.0,319496.69,0.0,-1.0,3.0,6.0
4560,61071.501,18.0,61053.501,0.0,-1.0,3.0,6.0
4561,54.068,6.233,47.835,0.0,1.0,2.0,4.0
4562,5445.5,18.0,5427.5,0.0,-1.0,3.0,6.0
4563,485048.188,18.0,485030.188,0.0,-1.0,3.0,6.0
