row_id,user_tab_positive_support,user_tab_negative_support
13476,25.0,15.0
13477,25.0,15.0
13478,0.0,0.0
13479,0.0,0.0
13480,9.0,48.0
13481,9.0,48.0
13482,9.0,48.0
13483,9.0,48.0
13484,9.0,48.0
13485,9.0,48.0
13486,9.0,48.0
13487,9.0,48.0
13488,37.0,35.0
13489,4.0,5.0
13490,2.0,0.0
13491,2.0,0.0
13492,2.0,0.0
13493,2.0,0.0
13494,6.0,4.0
13495,3.0,27.0
13496,3.0,27.0
13497,0.0,4.0
13498,0.0,4.0
13499,0.0,4.0
13500,3.0,13.0
13501,15.0,101.0
13502,15.0,101.0
13503,15.0,101.0
13504,15.0,101.0
13505,15.0,101.0
13506,8.0,42.0
13507,1.0,83.0
13508,8.0,42.0
13509,1.0,83.0
13510,8.0,42.0
13511,8.0,42.0
13512,8.0,42.0
13513,8.0,42.0
13514,8.0,42.0
13515,8.0,42.0
13516,0.0,6.0
13517,0.0,6.0
13518,12.0,60.0
13519,12.0,60.0
13520,12.0,60.0
13521,12.0,60.0
13522,25.0,28.0
13523,4.0,18.0
13524,4.0,18.0
13525,4.0,18.0
13526,4.0,18.0
13527,4.0,18.0
13528,0.0,3.0
13529,0.0,3.0
13530,5.0,4.0
13531,33.0,28.0
13532,33.0,28.0
13533,6.0,1.0
13534,6.0,1.0
13535,6.0,1.0
13536,6.0,1.0
13537,6.0,1.0
13538,18.0,80.0
13539,18.0,80.0
13540,18.0,80.0
13541,18.0,80.0
13542,18.0,80.0
13543,0.0,0.0
13544,10.0,3.0
13545,15.0,183.0
13546,15.0,183.0
13547,15.0,183.0
13548,15.0,183.0
13549,15.0,183.0
13550,15.0,183.0
13551,21.0,21.0
13552,14.0,12.0
13553,14.0,12.0
13554,14.0,12.0
13555,28.0,82.0
13556,28.0,82.0
13557,28.0,82.0
13558,0.0,38.0
13559,28.0,82.0
13560,28.0,82.0
13561,28.0,82.0
13562,28.0,82.0
13563,28.0,82.0
13564,28.0,82.0
13565,1.0,15.0
13566,28.0,82.0
13567,4.0,14.0
13568,6.0,15.0
13569,6.0,15.0
13570,0.0,2.0
13571,7.0,10.0
13572,0.0,2.0
13573,7.0,10.0
13574,0.0,2.0
13575,0.0,2.0
13576,7.0,6.0
13577,0.0,6.0
13578,7.0,6.0
13579,7.0,6.0
13580,7.0,6.0
13581,7.0,6.0
13582,7.0,6.0
13583,1.0,12.0
13584,1.0,12.0
13585,8.0,8.0
13586,6.0,30.0
13587,6.0,30.0
13588,6.0,30.0
13589,6.0,30.0
13590,6.0,30.0
13591,6.0,30.0
13592,6.0,30.0
13593,6.0,30.0
13594,6.0,30.0
13595,9.0,9.0
13596,1.0,4.0
13597,1.0,4.0
13598,1.0,4.0
13599,1.0,4.0
13600,32.0,110.0
13601,32.0,110.0
13602,32.0,110.0
13603,32.0,110.0
13604,32.0,110.0
13605,32.0,110.0
13606,32.0,110.0
13607,32.0,110.0
13608,6.0,3.0
13609,19.0,16.0
13610,4.0,13.0
13611,8.0,14.0
13612,8.0,14.0
13613,8.0,14.0
13614,8.0,14.0
13615,8.0,14.0
13616,8.0,14.0
13617,7.0,32.0
13618,7.0,32.0
13619,7.0,32.0
13620,7.0,32.0
13621,24.0,11.0
13622,24.0,11.0
13623,24.0,11.0
13624,24.0,11.0
13625,1.0,2.0
13626,1.0,2.0
13627,24.0,11.0
13628,24.0,11.0
13629,24.0,11.0
13630,24.0,11.0
13631,24.0,11.0
13632,24.0,11.0
13633,24.0,11.0
13634,24.0,11.0
13635,24.0,11.0
13636,24.0,11.0
13637,24.0,11.0
13638,25.0,62.0
13639,25.0,62.0
13640,25.0,62.0
13641,25.0,62.0
13642,25.0,62.0
13643,25.0,62.0
13644,25.0,62.0
13645,12.0,12.0
13646,12.0,12.0
13647,12.0,12.0
13648,12.0,12.0
13649,12.0,12.0
13650,12.0,12.0
13651,12.0,12.0
13652,12.0,12.0
13653,12.0,12.0
13654,21.0,16.0
13655,3.0,2.0
13656,3.0,2.0
13657,3.0,2.0
13658,3.0,2.0
13659,1.0,2.0
13660,1.0,2.0
13661,11.0,9.0
13662,11.0,9.0
13663,11.0,9.0
13664,0.0,3.0
13665,7.0,25.0
13666,7.0,25.0
13667,0.0,1.0
13668,2.0,12.0
13669,2.0,12.0
13670,0.0,1.0
13671,0.0,1.0
13672,0.0,17.0
13673,13.0,5.0
13674,6.0,32.0
13675,0.0,3.0
13676,14.0,12.0
13677,14.0,12.0
13678,14.0,12.0
13679,28.0,35.0
13680,0.0,2.0
13681,7.0,7.0
13682,0.0,2.0
13683,0.0,41.0
13684,0.0,41.0
13685,0.0,41.0
13686,3.0,16.0
13687,0.0,41.0
13688,0.0,2.0
13689,0.0,2.0
13690,18.0,11.0
13691,11.0,55.0
13692,11.0,55.0
13693,11.0,55.0
13694,2.0,2.0
13695,2.0,5.0
13696,2.0,5.0
13697,4.0,2.0
13698,4.0,2.0
13699,4.0,2.0
13700,41.0,30.0
13701,41.0,30.0
13702,41.0,30.0
13703,41.0,30.0
13704,41.0,30.0
13705,58.0,61.0
13706,58.0,61.0
13707,58.0,61.0
13708,58.0,61.0
13709,58.0,61.0
13710,58.0,61.0
13711,58.0,61.0
13712,0.0,13.0
13713,0.0,13.0
13714,0.0,13.0
13715,0.0,13.0
13716,0.0,13.0
13717,0.0,13.0
13718,0.0,13.0
13719,0.0,13.0
13720,14.0,9.0
13721,14.0,9.0
13722,9.0,10.0
13723,0.0,6.0
13724,0.0,6.0
13725,7.0,17.0
13726,7.0,17.0
13727,7.0,17.0
13728,4.0,41.0
13729,60.0,48.0
13730,60.0,48.0
13731,60.0,48.0
13732,60.0,48.0
13733,60.0,48.0
13734,60.0,48.0
13735,60.0,48.0
13736,60.0,48.0
13737,1.0,3.0
13738,1.0,3.0
13739,1.0,3.0
13740,1.0,3.0
13741,1.0,3.0
13742,12.0,9.0
13743,12.0,9.0
13744,0.0,4.0
13745,37.0,162.0
13746,37.0,162.0
13747,37.0,162.0
13748,37.0,162.0
13749,37.0,162.0
13750,37.0,162.0
13751,1.0,486.0
13752,37.0,162.0
13753,37.0,162.0
13754,1.0,0.0
13755,1.0,0.0
13756,3.0,10.0
13757,3.0,10.0
13758,1.0,5.0
13759,3.0,10.0
13760,1.0,0.0
13761,43.0,32.0
13762,30.0,96.0
13763,30.0,96.0
13764,30.0,96.0
13765,30.0,96.0
13766,30.0,96.0
13767,30.0,96.0
13768,34.0,56.0
13769,34.0,56.0
13770,34.0,56.0
13771,34.0,56.0
13772,34.0,56.0
13773,2.0,3.0
13774,2.0,3.0
13775,0.0,2.0
13776,0.0,2.0
13777,1.0,16.0
13778,1.0,16.0
13779,1.0,16.0
13780,2.0,5.0
13781,1.0,16.0
13782,1.0,16.0
13783,1.0,16.0
13784,3.0,17.0
13785,3.0,17.0
13786,0.0,1.0
13787,0.0,3.0
13788,9.0,14.0
13789,9.0,14.0
13790,0.0,2.0
13791,13.0,11.0
13792,23.0,19.0
13793,23.0,19.0
13794,23.0,19.0
13795,7.0,15.0
13796,7.0,15.0
13797,7.0,15.0
13798,7.0,15.0
13799,7.0,15.0
13800,7.0,24.0
13801,7.0,24.0
13802,7.0,24.0
13803,3.0,10.0
13804,3.0,0.0
13805,0.0,0.0
13806,15.0,20.0
13807,15.0,20.0
13808,25.0,98.0
13809,25.0,98.0
13810,25.0,98.0
13811,25.0,98.0
13812,25.0,98.0
13813,0.0,108.0
13814,25.0,98.0
13815,35.0,9.0
13816,0.0,0.0
13817,4.0,1.0
13818,37.0,13.0
13819,37.0,13.0
13820,37.0,13.0
13821,37.0,13.0
13822,0.0,0.0
13823,19.0,14.0
13824,19.0,14.0
13825,19.0,14.0
13826,19.0,14.0
13827,19.0,14.0
13828,19.0,14.0
13829,19.0,14.0
13830,19.0,14.0
13831,19.0,14.0
13832,19.0,14.0
13833,19.0,14.0
13834,19.0,14.0
13835,19.0,14.0
13836,15.0,4.0
13837,15.0,4.0
13838,0.0,0.0
13839,0.0,0.0
13840,15.0,4.0
13841,18.0,24.0
13842,18.0,24.0
13843,18.0,24.0
13844,3.0,25.0
13845,3.0,25.0
13846,3.0,25.0
13847,3.0,25.0
13848,0.0,10.0
13849,3.0,25.0
13850,3.0,25.0
13851,3.0,25.0
13852,1.0,15.0
13853,1.0,15.0
13854,38.0,29.0
13855,38.0,29.0
13856,21.0,9.0
13857,0.0,0.0
13858,29.0,16.0
13859,29.0,16.0
13860,6.0,139.0
13861,6.0,139.0
13862,6.0,139.0
13863,6.0,139.0
13864,6.0,139.0
13865,2.0,4.0
13866,2.0,4.0
13867,17.0,42.0
13868,17.0,42.0
13869,8.0,20.0
13870,17.0,42.0
13871,8.0,42.0
13872,8.0,42.0
13873,0.0,4.0
13874,0.0,4.0
13875,42.0,87.0
13876,42.0,87.0
13877,42.0,87.0
13878,0.0,28.0
13879,42.0,87.0
13880,9.0,39.0
13881,9.0,39.0
13882,12.0,30.0
13883,0.0,0.0
13884,19.0,16.0
13885,0.0,0.0
13886,0.0,0.0
13887,19.0,16.0
13888,19.0,16.0
13889,19.0,16.0
13890,19.0,16.0
13891,19.0,16.0
13892,14.0,10.0
13893,14.0,10.0
13894,14.0,10.0
13895,14.0,10.0
13896,14.0,10.0
13897,3.0,2.0
13898,9.0,9.0
13899,2.0,3.0
13900,3.0,24.0
13901,3.0,24.0
13902,30.0,19.0
13903,30.0,19.0
13904,3.0,4.0
13905,3.0,4.0
13906,3.0,4.0
13907,3.0,4.0
13908,27.0,12.0
13909,1.0,7.0
13910,1.0,7.0
13911,0.0,0.0
13912,1.0,7.0
13913,1.0,7.0
13914,1.0,7.0
13915,1.0,7.0
13916,1.0,7.0
13917,8.0,40.0
13918,8.0,40.0
13919,5.0,5.0
13920,8.0,11.0
13921,8.0,11.0
13922,24.0,32.0
13923,24.0,32.0
13924,24.0,32.0
13925,24.0,32.0
13926,24.0,32.0
13927,24.0,32.0
13928,24.0,32.0
13929,24.0,32.0
13930,24.0,32.0
13931,5.0,21.0
13932,5.0,21.0
13933,5.0,21.0
13934,11.0,42.0
13935,12.0,14.0
13936,12.0,14.0
13937,12.0,14.0
13938,1.0,17.0
13939,40.0,46.0
13940,0.0,0.0
13941,0.0,0.0
13942,40.0,46.0
13943,40.0,46.0
13944,3.0,8.0
13945,3.0,8.0
13946,21.0,4.0
13947,21.0,4.0
13948,3.0,33.0
13949,3.0,33.0
13950,3.0,33.0
13951,3.0,33.0
13952,3.0,33.0
13953,3.0,33.0
13954,0.0,0.0
13955,2.0,11.0
13956,1.0,7.0
13957,2.0,11.0
13958,2.0,11.0
13959,4.0,8.0
13960,4.0,8.0
13961,4.0,8.0
13962,1.0,8.0
13963,9.0,3.0
13964,9.0,3.0
13965,2.0,15.0
13966,64.0,13.0
13967,0.0,1.0
13968,10.0,13.0
13969,0.0,0.0
13970,0.0,0.0
13971,0.0,0.0
13972,0.0,0.0
13973,0.0,0.0
13974,0.0,0.0
13975,1.0,1.0
13976,34.0,91.0
13977,34.0,91.0
13978,4.0,7.0
13979,4.0,6.0
13980,9.0,27.0
13981,1.0,2.0
13982,33.0,25.0
13983,33.0,25.0
13984,4.0,14.0
13985,4.0,14.0
13986,4.0,14.0
13987,4.0,14.0
13988,4.0,14.0
13989,4.0,14.0
13990,13.0,6.0
13991,6.0,3.0
13992,15.0,24.0
13993,15.0,24.0
13994,37.0,26.0
13995,37.0,26.0
13996,37.0,26.0
13997,37.0,26.0
13998,37.0,26.0
13999,37.0,26.0
14000,37.0,26.0
14001,37.0,26.0
14002,37.0,26.0
14003,37.0,26.0
14004,37.0,26.0
14005,37.0,26.0
14006,37.0,26.0
14007,37.0,26.0
14008,37.0,26.0
14009,37.0,26.0
14010,37.0,26.0
14011,2.0,19.0
14012,26.0,83.0
14013,26.0,83.0
14014,0.0,2.0
14015,26.0,83.0
14016,0.0,2.0
14017,0.0,2.0
14018,26.0,83.0
14019,26.0,83.0
14020,26.0,83.0
14021,0.0,0.0
14022,26.0,83.0
14023,26.0,83.0
14024,0.0,0.0
14025,0.0,0.0
14026,26.0,83.0
14027,26.0,83.0
14028,26.0,83.0
14029,26.0,83.0
14030,0.0,16.0
14031,3.0,5.0
14032,0.0,16.0
14033,0.0,16.0
14034,1.0,0.0
14035,75.0,40.0
14036,75.0,40.0
14037,75.0,40.0
14038,75.0,40.0
14039,75.0,40.0
14040,75.0,40.0
14041,75.0,40.0
14042,6.0,7.0
14043,6.0,7.0
14044,6.0,7.0
14045,6.0,7.0
14046,6.0,7.0
14047,11.0,20.0
14048,0.0,0.0
14049,0.0,0.0
14050,11.0,20.0
14051,11.0,20.0
14052,11.0,20.0
14053,0.0,0.0
14054,0.0,0.0
14055,0.0,0.0
14056,1.0,12.0
14057,1.0,12.0
14058,40.0,86.0
14059,40.0,86.0
14060,40.0,86.0
14061,0.0,0.0
14062,6.0,4.0
14063,5.0,29.0
14064,23.0,25.0
14065,23.0,25.0
14066,23.0,25.0
14067,23.0,25.0
14068,0.0,0.0
14069,0.0,0.0
14070,12.0,28.0
14071,12.0,28.0
14072,9.0,18.0
14073,0.0,1.0
14074,9.0,18.0
14075,15.0,8.0
14076,15.0,8.0
14077,15.0,8.0
14078,15.0,8.0
14079,15.0,8.0
14080,15.0,8.0
14081,15.0,8.0
14082,15.0,8.0
14083,15.0,8.0
14084,15.0,8.0
14085,15.0,8.0
14086,15.0,8.0
14087,15.0,8.0
14088,15.0,8.0
14089,15.0,8.0
14090,15.0,8.0
14091,15.0,8.0
14092,15.0,8.0
14093,15.0,8.0
14094,15.0,8.0
14095,13.0,37.0
14096,13.0,37.0
14097,13.0,37.0
14098,13.0,37.0
14099,13.0,37.0
14100,13.0,37.0
14101,13.0,37.0
14102,13.0,37.0
14103,13.0,37.0
14104,13.0,37.0
14105,13.0,37.0
14106,13.0,37.0
14107,13.0,37.0
14108,13.0,37.0
14109,13.0,37.0
14110,13.0,37.0
14111,13.0,37.0
14112,13.0,37.0
14113,10.0,1.0
14114,7.0,38.0
14115,0.0,12.0
14116,7.0,38.0
14117,18.0,11.0
14118,18.0,11.0
14119,18.0,11.0
14120,3.0,33.0
14121,3.0,33.0
14122,3.0,33.0
14123,10.0,17.0
14124,10.0,17.0
14125,10.0,17.0
14126,10.0,17.0
14127,10.0,17.0
14128,3.0,4.0
14129,10.0,17.0
14130,14.0,39.0
14131,14.0,39.0
14132,14.0,39.0
14133,14.0,39.0
14134,14.0,39.0
14135,14.0,39.0
14136,14.0,39.0
14137,14.0,39.0
14138,14.0,39.0
14139,14.0,39.0
14140,0.0,0.0
14141,0.0,0.0
14142,5.0,23.0
14143,5.0,23.0
14144,5.0,23.0
14145,5.0,23.0
14146,5.0,23.0
14147,13.0,19.0
14148,5.0,23.0
14149,13.0,19.0
14150,4.0,16.0
14151,1.0,13.0
14152,79.0,86.0
14153,79.0,86.0
14154,1.0,13.0
14155,38.0,69.0
14156,38.0,69.0
14157,38.0,69.0
14158,38.0,69.0
14159,38.0,69.0
14160,38.0,69.0
14161,38.0,69.0
14162,38.0,69.0
14163,38.0,69.0
14164,3.0,2.0
14165,3.0,2.0
14166,33.0,10.0
14167,2.0,10.0
14168,3.0,2.0
14169,3.0,2.0
14170,3.0,2.0
14171,11.0,7.0
14172,22.0,17.0
14173,40.0,50.0
14174,40.0,50.0
14175,40.0,50.0
14176,40.0,50.0
14177,40.0,50.0
14178,40.0,50.0
14179,1.0,1.0
14180,10.0,14.0
14181,11.0,65.0
14182,11.0,65.0
14183,11.0,65.0
14184,11.0,65.0
14185,11.0,65.0
14186,17.0,7.0
14187,41.0,33.0
14188,41.0,33.0
14189,41.0,33.0
14190,41.0,33.0
14191,42.0,118.0
14192,42.0,118.0
14193,42.0,118.0
14194,42.0,118.0
14195,42.0,118.0
14196,42.0,118.0
14197,42.0,118.0
14198,10.0,5.0
14199,0.0,0.0
14200,0.0,0.0
14201,4.0,3.0
14202,4.0,3.0
14203,4.0,3.0
14204,4.0,3.0
14205,4.0,3.0
14206,4.0,3.0
14207,30.0,53.0
14208,30.0,53.0
14209,0.0,2.0
14210,0.0,2.0
14211,0.0,2.0
14212,9.0,27.0
14213,9.0,27.0
14214,9.0,27.0
14215,9.0,27.0
14216,25.0,112.0
14217,0.0,46.0
14218,25.0,112.0
14219,25.0,112.0
14220,25.0,112.0
14221,25.0,112.0
14222,25.0,112.0
14223,25.0,112.0
14224,0.0,46.0
14225,25.0,112.0
14226,25.0,112.0
14227,25.0,112.0
14228,25.0,112.0
14229,25.0,112.0
14230,25.0,112.0
14231,25.0,112.0
14232,25.0,112.0
14233,25.0,112.0
14234,25.0,112.0
14235,25.0,112.0
14236,0.0,46.0
14237,25.0,112.0
14238,25.0,112.0
14239,15.0,32.0
14240,4.0,7.0
14241,15.0,32.0
14242,15.0,32.0
14243,15.0,32.0
14244,4.0,7.0
14245,6.0,12.0
14246,126.0,143.0
14247,126.0,143.0
14248,32.0,25.0
14249,32.0,25.0
14250,32.0,25.0
14251,32.0,25.0
14252,32.0,25.0
14253,32.0,25.0
14254,32.0,25.0
14255,32.0,25.0
14256,32.0,25.0
14257,32.0,25.0
14258,36.0,26.0
14259,26.0,68.0
14260,26.0,68.0
14261,26.0,68.0
14262,26.0,68.0
14263,26.0,68.0
14264,26.0,68.0
14265,26.0,68.0
14266,11.0,18.0
14267,11.0,18.0
14268,11.0,18.0
14269,11.0,18.0
14270,7.0,5.0
14271,7.0,5.0
14272,7.0,5.0
14273,0.0,0.0
14274,0.0,0.0
14275,4.0,7.0
14276,0.0,19.0
14277,3.0,1.0
14278,0.0,3.0
14279,0.0,1.0
14280,0.0,0.0
14281,0.0,0.0
14282,10.0,10.0
14283,10.0,10.0
14284,10.0,10.0
14285,10.0,10.0
14286,0.0,0.0
14287,6.0,15.0
14288,6.0,15.0
14289,6.0,15.0
14290,6.0,15.0
14291,6.0,15.0
14292,6.0,15.0
14293,6.0,15.0
14294,6.0,15.0
14295,6.0,15.0
14296,6.0,15.0
14297,6.0,15.0
14298,6.0,15.0
14299,0.0,0.0
14300,0.0,0.0
14301,6.0,15.0
14302,15.0,87.0
14303,15.0,87.0
14304,15.0,87.0
14305,15.0,87.0
14306,15.0,87.0
14307,15.0,87.0
14308,15.0,87.0
14309,15.0,87.0
14310,13.0,16.0
14311,13.0,16.0
14312,13.0,16.0
14313,13.0,16.0
14314,0.0,1.0
14315,0.0,1.0
14316,23.0,30.0
14317,23.0,30.0
14318,23.0,30.0
14319,23.0,30.0
14320,23.0,30.0
14321,23.0,30.0
14322,23.0,30.0
14323,23.0,30.0
14324,23.0,30.0
14325,23.0,30.0
14326,23.0,30.0
14327,23.0,30.0
14328,1.0,1.0
14329,10.0,13.0
14330,4.0,12.0
14331,4.0,12.0
14332,15.0,48.0
14333,9.0,16.0
14334,9.0,16.0
14335,0.0,2.0
14336,9.0,16.0
14337,9.0,16.0
14338,0.0,2.0
14339,7.0,34.0
14340,7.0,34.0
14341,7.0,34.0
14342,0.0,5.0
14343,0.0,5.0
14344,0.0,5.0
14345,0.0,5.0
14346,20.0,24.0
14347,20.0,24.0
14348,20.0,24.0
14349,20.0,24.0
14350,7.0,12.0
14351,7.0,12.0
14352,7.0,12.0
14353,7.0,12.0
14354,0.0,0.0
14355,0.0,13.0
14356,1.0,0.0
14357,0.0,0.0
14358,37.0,22.0
14359,37.0,22.0
14360,8.0,7.0
14361,11.0,2.0
14362,11.0,2.0
14363,11.0,2.0
14364,11.0,2.0
14365,11.0,2.0
14366,11.0,2.0
14367,11.0,2.0
14368,11.0,2.0
14369,21.0,26.0
14370,21.0,26.0
14371,21.0,26.0
14372,21.0,26.0
14373,21.0,26.0
14374,21.0,26.0
14375,11.0,15.0
14376,11.0,15.0
14377,4.0,10.0
14378,4.0,10.0
14379,4.0,10.0
14380,23.0,54.0
14381,23.0,54.0
14382,23.0,54.0
14383,23.0,54.0
14384,23.0,54.0
14385,23.0,54.0
14386,23.0,54.0
14387,2.0,65.0
14388,1.0,25.0
14389,2.0,65.0
14390,2.0,65.0
14391,1.0,25.0
14392,18.0,5.0
14393,0.0,3.0
14394,0.0,3.0
14395,11.0,21.0
14396,11.0,21.0
14397,11.0,21.0
14398,29.0,41.0
14399,29.0,41.0
14400,29.0,41.0
14401,59.0,104.0
14402,59.0,104.0
14403,38.0,27.0
14404,38.0,27.0
14405,38.0,27.0
14406,4.0,3.0
14407,5.0,7.0
14408,5.0,7.0
14409,5.0,7.0
14410,5.0,7.0
14411,5.0,7.0
14412,5.0,7.0
14413,5.0,7.0
14414,5.0,7.0
14415,13.0,11.0
14416,13.0,11.0
14417,13.0,11.0
14418,13.0,11.0
14419,1.0,0.0
14420,13.0,11.0
14421,13.0,11.0
14422,13.0,11.0
14423,19.0,37.0
14424,19.0,37.0
14425,0.0,0.0
14426,5.0,3.0
14427,5.0,3.0
14428,5.0,3.0
14429,5.0,3.0
14430,5.0,3.0
14431,5.0,3.0
14432,5.0,3.0
14433,5.0,3.0
14434,5.0,3.0
14435,38.0,152.0
14436,38.0,152.0
14437,0.0,8.0
14438,0.0,8.0
14439,0.0,8.0
14440,38.0,152.0
14441,38.0,152.0
14442,11.0,26.0
14443,1.0,0.0
14444,11.0,26.0
14445,11.0,26.0
14446,11.0,26.0
14447,11.0,26.0
14448,11.0,26.0
14449,1.0,0.0
14450,11.0,26.0
14451,11.0,26.0
14452,3.0,10.0
14453,19.0,38.0
14454,19.0,38.0
14455,19.0,38.0
14456,19.0,38.0
14457,19.0,38.0
14458,19.0,38.0
14459,0.0,8.0
14460,22.0,40.0
14461,39.0,10.0
14462,39.0,10.0
14463,39.0,10.0
14464,39.0,10.0
14465,0.0,0.0
14466,0.0,0.0
14467,5.0,37.0
14468,2.0,2.0
14469,1.0,49.0
14470,1.0,49.0
14471,7.0,80.0
14472,2.0,2.0
14473,1.0,49.0
14474,6.0,17.0
14475,6.0,17.0
14476,6.0,17.0
14477,5.0,12.0
14478,6.0,17.0
14479,6.0,17.0
14480,1.0,86.0
14481,6.0,17.0
14482,6.0,17.0
14483,1.0,86.0
14484,0.0,0.0
14485,23.0,9.0
14486,0.0,10.0
14487,0.0,10.0
14488,23.0,9.0
14489,0.0,2.0
14490,0.0,2.0
14491,12.0,77.0
14492,0.0,14.0
14493,12.0,77.0
14494,0.0,2.0
14495,0.0,2.0
14496,12.0,77.0
14497,12.0,77.0
14498,0.0,0.0
14499,13.0,5.0
14500,13.0,5.0
14501,13.0,5.0
14502,13.0,5.0
14503,15.0,28.0
14504,4.0,2.0
14505,22.0,8.0
14506,4.0,2.0
14507,22.0,8.0
14508,19.0,6.0
14509,19.0,6.0
14510,19.0,36.0
14511,19.0,6.0
14512,19.0,6.0
14513,19.0,6.0
14514,19.0,6.0
14515,19.0,6.0
14516,19.0,36.0
14517,1.0,2.0
14518,1.0,2.0
14519,19.0,6.0
14520,1.0,0.0
14521,0.0,60.0
14522,10.0,17.0
14523,10.0,17.0
14524,0.0,0.0
14525,10.0,17.0
14526,10.0,17.0
14527,4.0,4.0
14528,2.0,1.0
14529,2.0,7.0
14530,5.0,4.0
14531,5.0,4.0
14532,15.0,55.0
14533,15.0,55.0
14534,15.0,55.0
14535,15.0,55.0
14536,24.0,21.0
14537,16.0,35.0
14538,16.0,35.0
14539,0.0,0.0
14540,0.0,0.0
14541,16.0,35.0
14542,16.0,35.0
14543,16.0,35.0
14544,16.0,35.0
14545,16.0,35.0
14546,16.0,35.0
14547,19.0,54.0
14548,19.0,54.0
14549,1.0,9.0
14550,1.0,9.0
14551,5.0,1.0
14552,5.0,1.0
14553,0.0,17.0
14554,20.0,43.0
14555,20.0,43.0
14556,20.0,43.0
14557,20.0,43.0
14558,20.0,43.0
14559,20.0,43.0
14560,20.0,43.0
14561,2.0,0.0
14562,2.0,0.0
14563,17.0,35.0
14564,17.0,35.0
14565,17.0,35.0
14566,17.0,35.0
14567,17.0,35.0
14568,17.0,35.0
14569,20.0,60.0
14570,20.0,60.0
14571,39.0,48.0
14572,39.0,48.0
14573,39.0,48.0
14574,39.0,48.0
14575,39.0,48.0
14576,39.0,48.0
14577,39.0,48.0
14578,39.0,48.0
14579,0.0,2.0
14580,0.0,2.0
14581,0.0,2.0
14582,9.0,15.0
14583,9.0,15.0
14584,9.0,15.0
14585,6.0,10.0
14586,3.0,11.0
14587,4.0,2.0
14588,3.0,6.0
14589,3.0,6.0
14590,4.0,19.0
14591,4.0,19.0
14592,55.0,78.0
14593,55.0,78.0
14594,55.0,78.0
14595,55.0,78.0
14596,23.0,16.0
14597,23.0,16.0
14598,1.0,10.0
14599,23.0,41.0
14600,1.0,10.0
14601,0.0,13.0
14602,0.0,13.0
14603,15.0,29.0
14604,15.0,29.0
14605,15.0,29.0
14606,15.0,29.0
14607,2.0,13.0
14608,0.0,2.0
14609,0.0,2.0
14610,15.0,27.0
14611,15.0,27.0
14612,15.0,27.0
14613,15.0,27.0
14614,0.0,10.0
14615,15.0,27.0
14616,0.0,10.0
14617,15.0,27.0
14618,15.0,27.0
14619,15.0,27.0
14620,15.0,27.0
14621,15.0,27.0
14622,15.0,27.0
14623,15.0,27.0
14624,15.0,27.0
14625,15.0,27.0
14626,15.0,27.0
14627,15.0,27.0
14628,15.0,27.0
14629,15.0,27.0
14630,15.0,27.0
14631,15.0,27.0
14632,15.0,27.0
14633,15.0,27.0
14634,15.0,27.0
14635,15.0,27.0
14636,15.0,27.0
14637,15.0,27.0
14638,15.0,27.0
14639,15.0,27.0
14640,15.0,27.0
14641,15.0,27.0
14642,43.0,36.0
14643,43.0,36.0
14644,43.0,36.0
14645,11.0,17.0
14646,11.0,17.0
14647,11.0,17.0
14648,10.0,9.0
14649,10.0,9.0
14650,10.0,9.0
14651,10.0,9.0
14652,10.0,9.0
14653,36.0,18.0
14654,36.0,18.0
14655,19.0,60.0
14656,19.0,60.0
14657,19.0,60.0
14658,11.0,4.0
14659,11.0,4.0
14660,6.0,1.0
14661,48.0,48.0
14662,48.0,48.0
14663,0.0,1.0
14664,48.0,48.0
14665,48.0,48.0
14666,0.0,1.0
14667,48.0,48.0
14668,48.0,48.0
14669,0.0,0.0
14670,22.0,5.0
14671,22.0,5.0
14672,22.0,5.0
14673,22.0,5.0
14674,22.0,5.0
14675,15.0,25.0
14676,15.0,25.0
14677,15.0,25.0
14678,15.0,25.0
14679,0.0,0.0
14680,6.0,11.0
14681,0.0,0.0
14682,6.0,11.0
14683,0.0,2.0
14684,0.0,2.0
14685,0.0,2.0
14686,0.0,0.0
14687,0.0,0.0
14688,8.0,18.0
14689,8.0,18.0
14690,12.0,28.0
14691,12.0,28.0
14692,12.0,28.0
14693,14.0,13.0
14694,24.0,55.0
14695,0.0,0.0
14696,24.0,55.0
14697,24.0,55.0
14698,24.0,55.0
14699,18.0,32.0
14700,18.0,32.0
14701,18.0,32.0
14702,18.0,32.0
14703,18.0,32.0
14704,12.0,3.0
14705,31.0,29.0
14706,31.0,29.0
14707,0.0,4.0
14708,0.0,4.0
14709,31.0,29.0
14710,31.0,29.0
14711,31.0,29.0
14712,31.0,29.0
14713,13.0,64.0
14714,13.0,64.0
14715,13.0,64.0
14716,18.0,99.0
14717,18.0,99.0
14718,18.0,99.0
14719,18.0,99.0
14720,18.0,99.0
14721,16.0,44.0
14722,16.0,44.0
14723,16.0,44.0
14724,16.0,44.0
14725,16.0,44.0
14726,16.0,44.0
14727,16.0,44.0
14728,16.0,44.0
14729,16.0,44.0
14730,16.0,44.0
14731,16.0,44.0
14732,16.0,44.0
14733,16.0,44.0
14734,16.0,44.0
14735,16.0,44.0
14736,16.0,44.0
14737,2.0,0.0
14738,3.0,2.0
14739,53.0,88.0
14740,53.0,88.0
14741,53.0,88.0
14742,53.0,88.0
14743,7.0,10.0
14744,7.0,10.0
14745,23.0,17.0
