row_id,has_latest_positive,latest_positive_gap_seconds,latest_positive_tag_match,latest_positive_tag_known_pair,latest_positive_music_match,latest_positive_music_known_pair,latest_positive_type_match,latest_positive_type_known_pair
27972,1,177478.63,0,1,0,1,1,1
27973,1,179596.164,1,1,0,1,1,1
27974,1,263731.239,0,1,0,1,1,1
27975,1,356378.244,0,1,0,1,1,1
27976,1,413154.649,1,1,0,1,1,1
27977,1,430210.291,0,1,0,1,1,1
27978,1,1199988.61,1,1,0,1,1,1
27979,1,269240.101,0,1,0,1,1,1
27980,1,273032.147,0,1,0,1,1,1
27981,1,372769.267,0,1,0,1,1,1
27982,1,423822.498,1,1,0,1,1,1
27983,1,515148.178,0,1,0,1,1,1
27984,1,688131.931,0,1,0,1,1,1
27985,1,701333.842,0,1,0,1,1,1
27986,1,565914.644,1,1,0,1,1,1
27987,1,573982.391,1,1,0,1,1,1
27988,1,574174.147,0,1,0,1,1,1
27989,1,578830.096,0,1,0,1,1,1
27990,1,497035.82,0,1,0,1,1,1
27991,1,498175.692,1,1,0,1,1,1
27992,1,511926.236,0,1,0,1,1,1
27993,1,512323.418,0,1,0,1,1,1
27994,1,512323.418,0,1,0,1,1,1
27995,1,606455.578,0,1,0,1,1,1
27996,1,607799.27,0,1,0,1,1,1
27997,1,607799.27,0,1,0,1,1,1
27998,1,867307.823,0,1,0,1,1,1
27999,1,868690.434,0,1,0,1,1,1
28000,1,181729.916,0,1,0,1,1,1
28001,1,194313.012,0,1,0,1,1,1
28002,1,272153.037,0,1,0,1,1,1
28003,1,272156.258,0,1,0,1,1,1
28004,1,278699.919,0,1,0,1,1,1
28005,1,624170.942,0,1,0,1,1,1
28006,1,663068.221,0,1,0,1,1,1
28007,1,751791.008,0,1,0,1,1,1
28008,1,249362.834,0,1,0,1,1,1
28009,1,258587.4,1,1,0,1,1,1
28010,1,260152.576,1,1,0,1,1,1
28011,1,280860.345,1,1,0,1,1,1
28012,1,337880.087,1,1,0,1,1,1
28013,1,344439.956,0,1,0,1,1,1
28014,1,588847.293,0,1,0,1,1,1
28015,1,703789.882,0,1,0,1,1,1
28016,1,70879.088,0,1,0,1,1,1
28017,1,164081.99,0,1,0,1,1,1
28018,1,176425.448,0,1,0,1,1,1
28019,1,176484.705,0,1,0,1,1,1
28020,1,181077.824,0,1,0,1,1,1
28021,1,273982.365,0,1,0,1,1,1
28022,1,450423.791,0,1,0,1,1,1
28023,1,505159.762,0,1,0,1,1,1
28024,1,244686.436,0,1,0,1,1,1
28025,1,462969.746,0,1,0,1,1,1
28026,1,463922.797,0,1,0,1,1,1
28027,1,179192.804,0,1,0,1,1,1
28028,1,259152.024,0,1,0,1,1,1
28029,1,442848.698,1,1,0,1,1,1
28030,1,513263.719,0,1,0,1,1,1
28031,1,722661.144,0,1,0,1,1,1
28032,1,602103.085,0,1,0,1,1,1
28033,1,339655.167,0,1,0,1,1,1
28034,1,522949.642,0,1,0,1,1,1
28035,1,526286.621,0,1,0,1,1,1
28036,1,527975.474,0,1,0,1,1,1
28037,1,563790.303,0,1,0,1,0,1
28038,1,649573.423,0,1,0,1,1,1
28039,1,666189.92,0,1,0,1,1,1
28040,1,759865.427,0,1,0,1,1,1
28041,1,762545.966,0,1,0,1,1,1
28042,1,762545.966,0,1,0,1,1,1
28043,1,909713.902,0,1,0,1,1,1
28044,1,938451.308,0,1,0,1,1,1
28045,1,598233.619,0,1,0,1,1,1
28046,1,604662.356,0,1,0,1,1,1
28047,1,979839.986,0,1,0,1,1,1
28048,1,1060410.524,0,1,0,1,1,1
28049,1,1061100.745,0,1,0,1,1,1
28050,1,1062086.825,0,1,0,1,1,1
28051,1,1118197.557,0,1,0,1,1,1
28052,1,111374.46,1,1,0,1,1,1
28053,1,172491.849,1,1,0,1,1,1
28054,1,503679.16,0,1,0,1,1,1
28055,1,519225.648,0,1,0,1,1,1
28056,1,459863.012,0,1,0,1,1,1
28057,1,468170.309,0,1,0,1,1,1
28058,1,537347.234,1,1,0,1,1,1
28059,1,678136.47,0,1,0,1,1,1
28060,1,682227.985,0,1,0,1,1,1
28061,1,773809.85,0,1,0,1,1,1
28062,1,858991.692,0,1,0,1,1,1
28063,1,1113864.484,1,1,0,1,1,1
28064,1,526470.883,0,1,0,1,1,1
28065,1,780092.978,0,1,0,1,1,1
28066,1,967312.411,0,1,0,1,1,1
28067,1,758612.687,1,1,0,1,1,1
28068,1,826479.736,0,1,0,1,1,1
28069,1,1004976.421,0,1,0,1,1,1
28070,1,1006590.091,0,1,0,1,1,1
28071,1,730416.64,0,1,0,1,1,1
28072,1,734510.265,0,1,0,1,1,1
28073,1,743988.199,0,1,0,1,1,1
28074,1,754576.347,0,1,0,1,1,1
28075,1,800647.87,0,1,0,1,1,1
28076,1,806556.17,0,1,0,1,1,1
28077,1,813832.498,0,1,0,1,1,1
28078,1,1075944.834,0,1,0,1,1,1
28079,1,1156047.406,0,1,0,1,1,1
28080,1,1163733.753,0,1,0,1,1,1
28081,1,1178191.27,0,1,0,1,1,1
28082,1,955435.31,1,1,0,1,1,1
28083,1,1041823.82,0,1,0,1,1,1
28084,1,1295553.375,0,1,0,1,1,1
28085,1,1139428.584,1,1,0,1,1,1
28086,1,1003458.321,0,1,0,1,0,1
28087,1,1003753.148,0,1,0,1,0,1
28088,1,571978.085,1,1,0,1,1,1
28089,1,590932.6,1,1,0,1,1,1
28090,1,590991.042,1,1,0,1,1,1
28091,1,591482.799,0,1,0,1,1,1
28092,1,593069.337,0,1,0,1,1,1
28093,1,594628.668,1,1,0,1,1,1
28094,1,597552.905,0,1,0,1,1,1
28095,1,606666.002,0,1,0,1,1,1
28096,1,607403.619,0,1,0,1,1,1
28097,1,608024.82,0,1,0,1,1,1
28098,1,799646.224,0,1,0,1,1,1
28099,1,676147.95,0,1,0,1,1,1
28100,1,693417.409,0,1,0,1,1,1
28101,1,776661.342,0,1,0,1,1,1
28102,1,787639.648,0,1,0,1,1,1
28103,1,788477.786,0,1,0,1,1,1
28104,1,855223.679,0,1,0,1,1,1
28105,1,896318.148,0,1,0,1,1,1
28106,1,81075.138,0,1,0,1,1,1
28107,1,264092.917,0,1,0,1,1,1
28108,1,492362.743,0,1,0,1,1,1
28109,1,1479367.034,0,1,0,1,1,1
28110,1,460284.612,0,1,0,1,1,1
28111,1,146539.404,1,1,0,1,1,1
28112,1,157878.075,0,1,0,1,1,1
28113,1,337562.253,0,1,0,1,1,1
28114,1,672620.871,0,1,0,1,1,1
28115,1,571043.769,0,1,0,1,1,1
28116,1,760402.394,0,1,0,1,1,1
28117,1,331502.282,0,1,0,1,0,1
28118,1,419392.836,1,1,0,1,0,1
28119,1,438361.492,0,1,0,1,0,1
28120,1,502294.466,0,1,0,1,0,1
28121,1,570985.1,0,1,0,1,0,1
28122,1,656552.365,0,1,0,1,0,1
28123,1,676642.971,0,1,0,1,0,1
28124,1,474503.608,1,1,0,1,1,1
28125,1,574264.96,0,1,0,1,1,1
28126,1,803493.68,0,1,0,1,1,1
28127,1,834732.661,1,1,0,1,1,1
28128,1,909851.761,0,1,0,1,1,1
28129,1,915365.327,1,1,0,1,1,1
28130,1,444711.155,0,1,0,1,1,1
28131,1,462659.876,0,1,0,1,1,1
28132,1,491282.997,0,1,0,1,0,1
28133,1,520917.064,0,1,0,1,1,1
28134,1,530535.299,0,1,0,1,1,1
28135,1,534195.032,0,1,0,1,1,1
28136,1,359392.483,0,1,0,1,1,1
28137,1,359635.449,1,1,0,1,1,1
28138,1,428276.082,0,1,0,1,1,1
28139,1,584651.97,0,1,0,1,1,1
28140,1,853460.772,0,1,0,1,1,1
28141,1,854370.51,0,1,0,1,1,1
28142,1,71440.837,0,1,0,1,1,1
28143,1,510565.428,0,1,0,1,1,1
28144,1,198044.517,0,1,0,1,1,1
28145,1,306717.271,0,1,0,1,1,1
28146,1,835518.373,0,1,0,1,1,1
28147,1,272774.499,0,1,0,1,1,1
28148,1,425751.874,0,1,0,1,1,1
28149,1,517057.467,0,1,0,1,1,1
28150,1,1500919.856,0,1,0,1,1,1
28151,1,599946.513,0,1,0,1,1,1
28152,1,601205.794,1,1,0,1,1,1
28153,1,610104.661,1,1,0,1,1,1
28154,1,1035457.755,1,1,0,1,1,1
28155,1,1033913.929,0,1,0,1,1,1
28156,1,154195.389,0,1,0,1,1,1
28157,1,162030.682,1,1,0,1,1,1
28158,1,169942.134,0,1,0,1,1,1
28159,1,178447.229,0,1,0,1,1,1
28160,1,183528.133,0,1,0,1,1,1
28161,1,256265.714,0,1,0,1,1,1
28162,1,322331.158,1,1,0,1,1,1
28163,1,519267.293,0,1,0,1,1,1
28164,1,526007.034,0,1,0,1,1,1
28165,1,611947.244,0,1,0,1,1,1
28166,1,880267.557,0,1,0,1,1,1
28167,1,494722.655,0,1,0,1,1,1
28168,1,610050.106,0,1,0,1,1,1
28169,1,696267.17,0,1,0,1,1,1
28170,1,868730.141,0,1,0,1,1,1
28171,1,926002.183,0,1,0,1,1,1
28172,1,1349635.92,0,1,0,1,1,1
28173,1,84938.68,0,1,0,1,1,1
28174,1,87521.501,0,1,0,1,1,1
28175,1,709084.841,0,1,0,1,1,1
28176,1,711498.803,0,1,0,1,1,1
28177,1,495685.179,0,1,0,1,1,1
28178,1,516703.92,0,1,0,1,1,1
28179,1,516703.92,0,1,0,1,1,1
28180,1,138598.006,0,1,0,1,1,1
28181,1,172521.47,0,1,0,1,1,1
28182,1,230443.154,0,1,0,1,1,1
28183,1,238191.562,1,1,0,1,1,1
28184,1,239183.434,0,1,0,1,1,1
28185,1,247487.619,0,1,0,1,1,1
28186,1,253398.149,0,1,0,1,1,1
28187,1,306113.014,0,1,0,1,1,1
28188,1,315938.31,0,1,0,1,1,1
28189,1,394304.919,1,1,0,1,1,1
28190,1,482524.305,0,1,0,1,1,1
28191,1,494299.382,0,1,0,1,1,1
28192,1,494299.382,0,1,0,1,1,1
28193,1,678658.196,0,1,0,1,1,1
28194,1,954278.544,0,1,0,1,1,1
28195,1,954875.728,1,1,0,1,1,1
28196,1,457554.445,0,1,0,1,1,1
28197,1,457878.842,0,1,0,1,1,1
28198,1,629702.031,1,1,0,1,1,1
28199,1,133780.269,0,1,0,1,1,1
28200,1,161576.586,1,1,0,1,1,1
28201,1,168405.031,0,1,0,1,1,1
28202,1,259578.877,0,1,0,1,1,1
28203,1,552915.921,0,1,0,1,1,1
28204,1,1223620.389,0,1,0,1,1,1
28205,1,770678.326,1,1,0,1,1,1
28206,1,811899.309,0,1,0,1,1,1
28207,1,1067379.471,1,1,0,1,1,1
28208,1,1154603.712,0,1,0,1,1,1
28209,1,948862.342,0,1,0,1,1,1
28210,1,949204.648,0,1,0,1,1,1
28211,1,1034429.388,0,1,0,1,1,1
28212,1,1216538.71,0,1,0,1,1,1
28213,1,151660.833,0,1,0,1,1,1
28214,1,189149.912,1,1,0,1,1,1
28215,1,274671.342,1,1,0,1,1,1
28216,1,274671.342,1,1,0,1,1,1
28217,1,331540.336,0,1,0,1,1,1
28218,1,332628.836,0,1,0,1,1,1
28219,1,332628.836,0,1,0,1,1,1
28220,1,364676.391,0,1,0,1,1,1
28221,1,505050.314,1,1,0,1,1,1
28222,1,534443.97,0,1,0,1,1,1
28223,1,534443.97,0,1,0,1,1,1
28224,1,535899.602,1,1,0,1,1,1
28225,1,536366.305,1,1,0,1,1,1
28226,1,536414.832,0,1,0,1,1,1
28227,1,584520.736,0,1,0,1,1,1
28228,1,591493.015,0,1,0,1,1,1
28229,1,623161.387,0,1,0,1,1,1
28230,1,623161.387,0,1,0,1,1,1
28231,1,676963.265,0,1,0,1,1,1
28232,1,708851.914,1,1,0,1,1,1
28233,1,709109.334,0,1,0,1,1,1
28234,1,955133.946,0,1,0,1,1,1
28235,1,1036956.41,0,1,0,1,1,1
28236,1,1271246.368,0,1,0,1,1,1
28237,1,687356.601,0,1,0,1,1,1
28238,1,601327.3,0,1,0,1,1,1
28239,1,753806.361,0,1,0,1,1,1
28240,1,754210.291,0,1,0,1,1,1
28241,1,774557.978,0,1,0,1,1,1
28242,1,779896.8,0,1,0,1,1,1
28243,1,1064297.195,0,1,0,1,1,1
28244,1,329496.185,0,1,0,1,1,1
28245,1,431705.517,0,1,0,1,1,1
28246,1,442280.519,0,1,0,1,1,1
28247,1,708205.445,0,1,0,1,1,1
28248,1,788227.318,0,1,0,1,1,1
28249,1,789197.536,0,1,0,1,1,1
28250,1,116073.818,1,1,0,1,1,1
28251,1,121182.483,0,1,0,1,1,1
28252,1,377764.004,0,1,0,1,1,1
28253,1,255383.927,0,1,0,1,1,1
28254,1,259844.527,0,1,0,1,1,1
28255,1,340553.994,0,1,0,1,1,1
28256,1,760394.843,0,1,0,1,1,1
28257,1,760466.089,0,1,0,1,0,1
28258,1,95189.877,0,1,0,1,1,1
28259,1,108146.239,0,1,0,1,1,1
28260,1,109174.629,0,1,0,1,1,1
28261,1,109621.314,0,1,0,1,1,1
28262,1,189673.668,0,1,0,1,1,1
28263,1,209619.783,0,1,0,1,1,1
28264,1,282303.137,0,1,0,1,1,1
28265,1,390227.158,1,1,0,1,1,1
28266,1,391610.301,1,1,0,1,1,1
28267,1,452031.352,1,1,0,1,1,1
28268,1,472959.95,0,1,0,1,1,1
28269,1,637951.21,0,1,0,1,1,1
28270,0,-1.0,0,0,0,0,0,0
28271,1,329337.505,0,1,0,1,1,1
28272,1,696832.348,0,1,0,1,1,1
28273,1,696832.348,0,1,0,1,1,1
28274,1,956792.5,0,1,0,1,1,1
28275,1,168136.672,0,1,0,1,1,1
28276,1,203048.956,0,1,0,1,1,1
28277,1,259495.366,0,1,0,1,1,1
28278,1,248691.026,0,1,0,1,1,1
28279,1,312635.588,1,1,0,1,1,1
28280,1,162999.371,0,1,0,1,1,1
28281,1,572637.672,0,1,0,1,1,1
28282,1,1088074.818,0,1,0,1,1,1
28283,0,-1.0,0,0,0,0,0,0
28284,1,1308236.766,1,1,0,1,1,1
28285,1,531550.821,0,1,0,1,1,1
28286,1,656206.851,0,1,0,1,1,1
28287,1,906647.049,0,1,0,1,1,1
28288,1,993712.024,0,1,0,1,1,1
28289,1,1073660.883,0,1,0,1,1,1
28290,1,1083545.171,1,1,0,1,1,1
28291,1,1086880.564,0,1,0,1,1,1
28292,1,508388.874,0,1,0,1,1,1
28293,1,567957.833,0,1,0,1,1,1
28294,1,591132.77,0,1,0,1,1,1
28295,1,610314.554,0,1,0,1,1,1
28296,1,698024.852,0,1,0,1,1,1
28297,1,777080.076,1,1,0,1,1,1
28298,1,417893.789,0,1,0,1,1,1
28299,1,423283.666,0,1,0,1,1,1
28300,1,423536.476,1,1,0,1,1,1
28301,1,483482.105,0,1,0,1,1,1
28302,1,496679.774,1,1,0,1,1,1
28303,1,496679.774,1,1,0,1,1,1
28304,1,496746.356,0,1,0,1,1,1
28305,1,518636.546,0,1,0,1,1,1
28306,1,524404.586,0,1,0,1,1,1
28307,1,791702.436,0,1,0,1,1,1
28308,1,436974.764,0,1,0,1,1,1
28309,1,438348.865,0,1,0,1,1,1
28310,1,499355.92,1,1,0,1,1,1
28311,1,516146.398,0,1,0,1,1,1
28312,1,521258.625,0,1,0,1,1,1
28313,1,605396.002,0,1,0,1,1,1
28314,0,-1.0,0,0,0,0,0,0
28315,0,-1.0,0,0,0,0,0,0
28316,0,-1.0,0,0,0,0,0,0
28317,0,-1.0,0,0,0,0,0,0
28318,0,-1.0,0,0,0,0,0,0
28319,0,-1.0,0,0,0,0,0,0
28320,0,-1.0,0,0,0,0,0,0
28321,1,469732.615,0,1,0,1,1,1
28322,1,469732.615,0,1,0,1,1,1
28323,1,531994.423,0,1,0,1,1,1
28324,1,120045.742,0,1,0,1,1,1
28325,1,267465.757,0,1,0,1,1,1
28326,1,780502.911,0,1,0,1,1,1
28327,1,781229.226,0,1,0,1,1,1
28328,1,434723.968,0,1,0,1,1,1
28329,1,225224.137,0,1,0,1,1,1
28330,1,305617.485,0,1,0,1,1,1
28331,1,592444.408,0,1,0,1,1,1
28332,1,279167.009,0,1,0,1,1,1
28333,1,449061.342,0,1,0,1,1,1
28334,1,466389.027,1,1,0,1,1,1
28335,0,-1.0,0,0,0,0,0,0
28336,0,-1.0,0,0,0,0,0,0
28337,1,435009.465,0,1,0,1,1,1
28338,1,674147.242,0,1,0,1,1,1
28339,1,686328.196,0,1,0,1,1,1
28340,1,833154.006,1,1,0,1,1,1
28341,1,1033504.091,0,1,0,1,1,1
28342,1,453981.975,0,1,0,1,1,1
28343,1,455556.471,0,1,0,1,1,1
28344,1,457933.01,0,1,0,1,1,1
28345,1,191130.757,0,1,0,1,1,1
28346,1,192656.699,0,1,0,1,1,1
28347,1,193581.33,0,1,0,1,1,1
28348,1,194259.555,0,1,0,1,1,1
28349,1,368172.514,0,1,0,1,1,1
28350,1,368611.892,0,1,0,1,1,1
28351,1,602657.842,0,1,0,1,1,1
28352,1,702262.591,0,1,0,1,1,1
28353,1,439352.863,0,1,0,1,1,1
28354,1,517305.971,0,1,0,1,0,1
28355,1,569458.953,0,1,0,1,1,1
28356,1,352828.38,0,1,0,1,1,1
28357,1,617431.399,0,1,0,1,1,1
28358,1,938600.058,0,1,0,1,1,1
28359,1,1029267.948,0,1,0,1,1,1
28360,1,1030248.354,0,1,0,1,1,1
28361,1,1033085.548,0,1,0,1,1,1
28362,1,1034437.751,0,1,0,1,1,1
28363,1,1102920.095,0,1,0,1,1,1
28364,1,1107812.506,0,1,0,1,1,1
28365,1,1108194.527,0,1,0,1,1,1
28366,1,172413.427,0,1,0,1,1,1
28367,1,175773.7,0,1,0,1,1,1
28368,1,244817.41,1,1,0,1,1,1
28369,1,281493.02,1,1,0,1,1,1
28370,1,323550.38,0,1,0,1,1,1
28371,1,326475.913,0,1,0,1,1,1
28372,1,343388.284,1,1,0,1,1,1
28373,1,513908.291,0,1,0,1,1,1
28374,1,524371.207,0,1,0,1,1,1
28375,1,525063.24,0,1,0,1,1,1
28376,1,595570.601,0,1,0,1,1,1
28377,1,693783.052,0,1,0,1,1,1
28378,1,132856.858,1,1,0,1,1,1
28379,1,217466.312,1,1,0,1,1,1
28380,1,237889.912,0,1,0,1,1,1
28381,1,269713.394,1,1,0,1,1,1
28382,1,273121.128,0,1,0,1,1,1
28383,1,571049.534,0,1,0,1,1,1
28384,1,694577.853,0,1,0,1,1,1
28385,1,694805.961,0,1,0,1,1,1
28386,1,785004.354,0,1,0,1,1,1
28387,1,650273.973,0,1,0,1,1,1
28388,1,911850.02,0,1,0,1,1,1
28389,1,912121.807,0,1,0,1,1,1
28390,1,267909.764,1,1,0,1,1,1
28391,1,445830.062,0,1,0,1,1,1
28392,1,509535.629,0,1,0,1,1,1
28393,1,946848.721,0,1,0,1,1,1
28394,1,1163420.091,0,1,0,1,1,1
28395,1,523018.532,0,1,0,1,1,1
28396,1,588691.061,0,1,0,1,1,1
28397,1,668508.935,0,1,0,1,1,1
28398,1,689586.799,1,1,0,1,1,1
28399,1,689902.336,0,0,0,1,1,1
28400,1,690112.959,1,1,0,1,1,1
28401,1,744359.408,0,1,0,1,1,1
28402,1,753968.175,1,1,0,1,1,1
28403,1,772923.669,0,1,0,1,1,1
28404,1,826786.661,0,1,0,1,1,1
28405,1,927927.401,0,1,0,1,1,1
28406,1,942255.366,0,1,0,1,1,1
28407,1,943158.596,0,1,0,1,1,1
28408,1,945043.996,1,1,0,1,1,1
28409,1,946701.949,0,1,0,1,1,1
28410,1,947188.764,0,1,0,1,1,1
28411,1,1001361.675,0,1,0,1,1,1
28412,1,133370.478,0,1,0,1,1,1
28413,1,137138.179,0,1,0,1,1,1
28414,1,164679.877,0,1,0,1,1,1
28415,1,187137.348,0,1,0,1,1,1
28416,1,228977.869,0,1,0,1,1,1
28417,1,236252.938,0,1,0,1,1,1
28418,1,259562.912,0,1,0,1,1,1
28419,1,163887.961,0,1,0,1,1,1
28420,1,167259.126,0,1,0,1,1,1
28421,1,322351.421,0,1,0,1,1,1
28422,1,409503.828,0,1,0,1,1,1
28423,1,447320.763,0,1,0,1,1,1
28424,1,449847.216,0,1,0,1,1,1
28425,1,495608.926,0,1,0,1,1,1
28426,1,608101.782,0,1,0,1,1,1
28427,1,530926.062,0,1,0,1,1,1
28428,1,436570.393,0,1,0,1,1,1
28429,1,512120.757,1,1,0,1,1,1
28430,1,513072.267,0,1,0,1,1,1
28431,1,540124.383,1,1,0,1,1,1
28432,1,540814.041,0,1,0,1,1,1
28433,1,545458.916,1,1,0,1,1,1
28434,1,609479.242,0,0,0,1,1,1
28435,1,609704.653,1,1,0,1,1,1
28436,1,698526.448,0,1,0,1,1,1
28437,1,712957.429,0,1,0,1,1,1
28438,1,666586.058,1,1,0,1,1,1
28439,1,76338.776,0,1,0,1,1,1
28440,1,511721.902,0,1,0,1,1,1
28441,1,512121.204,0,1,0,1,1,1
28442,1,440279.778,0,1,0,1,1,1
28443,1,519618.912,0,1,0,1,1,1
28444,1,521430.448,0,1,0,1,1,1
28445,1,608415.957,0,1,0,1,1,1
28446,1,608822.111,0,1,0,1,1,1
28447,1,700913.868,0,1,0,1,1,1
28448,1,700913.868,0,1,0,1,1,1
28449,1,426526.573,0,1,0,1,1,1
28450,1,608176.988,0,1,0,1,1,1
28451,1,882537.896,0,1,0,1,1,1
28452,1,239518.626,1,1,0,1,1,1
28453,1,239518.626,1,1,0,1,1,1
28454,1,246438.721,1,1,0,1,1,1
28455,1,246438.721,1,1,0,1,1,1
28456,1,480957.134,0,1,0,1,1,1
28457,1,175707.878,0,1,0,1,1,1
28458,1,405142.16,0,1,0,1,1,1
28459,1,406189.538,0,1,0,1,1,1
28460,1,439779.699,0,1,0,1,1,1
28461,1,292077.809,0,1,0,1,1,1
28462,1,378376.019,0,1,0,1,1,1
28463,1,378758.755,0,1,0,1,1,1
28464,1,456708.373,0,1,0,1,1,1
28465,1,456998.508,0,1,0,1,1,1
28466,1,537900.292,1,1,0,1,1,1
28467,1,538440.013,1,1,0,1,1,1
28468,1,559525.378,0,1,0,1,1,1
28469,1,603049.228,0,1,0,1,1,1
28470,1,603102.763,1,1,0,1,1,1
28471,1,609206.588,0,1,0,1,1,1
28472,1,698965.038,0,1,0,1,1,1
28473,1,818305.977,0,1,0,1,1,1
28474,1,226248.932,1,1,0,1,1,1
28475,1,248690.901,1,1,0,1,1,1
28476,1,323669.008,0,1,0,1,1,1
28477,1,338824.249,0,1,0,1,1,1
28478,1,432063.467,0,1,0,1,1,1
28479,1,505587.055,0,1,0,1,1,1
28480,1,524199.46,0,1,0,1,1,1
28481,1,524199.46,0,1,0,1,1,1
28482,1,524271.659,0,1,0,1,1,1
28483,1,577535.649,0,1,0,1,1,1
28484,1,596696.425,0,1,0,1,1,1
28485,1,596696.425,0,1,0,1,1,1
28486,1,603627.119,1,1,0,1,1,1
28487,1,670565.357,0,1,0,1,1,1
28488,1,689853.075,0,1,0,1,1,1
28489,1,694339.703,0,1,0,1,1,1
28490,1,706904.645,0,1,0,1,1,1
28491,1,247628.333,0,1,0,1,1,1
28492,1,436473.991,0,1,0,1,1,1
28493,1,532133.914,0,1,0,1,1,1
28494,1,610255.651,1,1,0,1,1,1
28495,1,683182.686,0,1,0,1,1,1
28496,1,1521258.408,0,1,0,1,0,1
28497,1,106219.912,0,1,0,1,0,1
28498,1,188436.575,0,1,0,1,0,1
28499,1,278382.316,0,1,0,1,0,1
28500,1,429882.75,0,1,0,1,0,1
28501,1,590430.571,0,1,0,1,0,1
28502,1,609220.222,0,1,0,1,0,1
28503,1,627012.158,0,1,0,1,0,1
28504,1,627012.158,0,1,0,1,0,1
28505,1,264052.191,0,1,0,1,1,1
28506,1,579855.96,1,1,0,1,1,1
28507,1,721516.854,1,1,0,1,1,1
28508,1,754559.9,0,1,0,1,1,1
28509,1,756028.973,0,1,0,1,1,1
28510,1,786650.383,0,1,0,1,1,1
28511,1,533449.979,1,1,0,1,1,1
28512,1,262752.212,0,1,0,1,1,1
28513,1,755103.038,1,1,0,1,1,1
28514,1,558663.849,0,1,0,1,1,1
28515,1,859004.507,0,1,0,1,1,1
28516,1,571697.554,0,1,0,1,1,1
28517,1,793028.245,0,1,0,1,1,1
28518,1,793582.279,0,1,0,1,1,1
28519,1,933247.46,0,1,0,1,1,1
28520,1,1223500.756,1,1,0,1,1,1
28521,1,164548.216,0,1,0,1,1,1
28522,1,171282.912,0,1,0,1,1,1
28523,1,1289185.576,0,1,0,1,1,1
28524,1,349496.947,0,1,0,1,1,1
28525,1,177569.869,0,1,0,1,1,1
28526,1,197155.97,1,1,0,1,1,1
28527,1,287687.626,0,1,0,1,1,1
28528,1,288478.785,0,1,0,1,1,1
28529,1,290840.275,0,1,0,1,1,1
28530,1,345153.597,0,1,0,1,1,1
28531,1,346234.844,0,1,0,1,1,1
28532,1,518686.037,0,1,0,1,1,1
28533,1,552859.591,0,1,0,1,1,1
28534,1,613051.394,1,1,0,1,1,1
28535,1,693248.351,0,1,0,1,1,1
28536,1,712346.01,0,1,0,1,1,1
28537,1,248245.811,0,1,0,1,1,1
28538,1,333501.279,0,1,0,1,1,1
28539,1,404282.853,0,1,0,1,1,1
28540,1,409786.41,1,1,0,1,1,1
28541,1,414859.142,0,1,0,1,1,1
28542,1,488346.465,0,1,0,1,1,1
28543,1,491809.162,0,1,0,1,1,1
28544,1,662232.417,0,1,0,1,1,1
28545,1,526668.593,0,1,0,1,1,1
28546,1,925705.683,0,1,0,1,1,1
28547,1,1082658.982,1,1,0,1,1,1
28548,1,1463114.644,1,1,0,1,1,1
28549,1,1059555.016,0,1,0,1,1,1
28550,1,1087314.355,0,1,0,1,1,1
28551,1,1152923.452,0,1,0,1,1,1
28552,1,1154910.183,0,1,0,1,1,1
28553,1,1159917.293,0,1,0,1,1,1
28554,1,1466235.774,0,1,0,1,1,1
28555,1,501778.371,0,1,0,1,1,1
28556,1,588525.206,0,1,0,1,1,1
28557,1,602597.053,1,1,0,1,1,1
28558,1,603347.972,0,1,0,1,1,1
28559,1,672515.317,0,1,0,1,1,1
28560,1,693312.113,1,1,0,1,1,1
28561,1,834259.508,1,1,0,1,1,1
28562,1,846470.649,0,1,0,1,1,1
28563,1,951868.927,1,1,0,1,1,1
28564,1,952575.232,1,1,0,1,1,1
28565,1,284348.659,0,1,0,1,1,1
28566,1,552112.541,0,1,0,1,1,1
28567,1,352294.191,0,1,0,1,1,1
28568,1,352476.468,0,1,0,1,1,1
28569,1,453468.086,0,1,0,1,1,1
28570,1,88006.809,1,1,0,1,1,1
28571,1,177994.134,0,1,0,1,1,1
28572,1,178476.293,0,1,0,1,1,1
28573,1,265362.791,0,1,0,1,0,1
28574,1,333293.553,0,1,0,1,1,1
28575,1,503542.982,0,1,0,1,1,1
28576,1,683594.673,0,1,0,1,1,1
28577,1,686756.76,0,1,0,1,1,1
28578,1,689000.48,0,1,0,1,1,1
28579,1,713643.927,0,1,0,1,1,1
28580,1,714184.425,0,1,0,1,1,1
28581,1,720205.597,0,1,0,1,1,1
28582,1,726021.632,0,1,0,1,1,1
28583,1,895411.308,0,1,0,1,1,1
28584,1,944992.992,0,1,0,1,1,1
28585,1,422453.387,0,1,0,1,1,1
28586,1,745223.799,0,1,0,1,1,1
28587,1,1470177.201,0,1,0,1,1,1
28588,1,341448.504,0,1,0,1,1,1
28589,1,491498.794,0,1,0,1,1,1
28590,1,762349.16,0,1,0,1,1,1
28591,1,1000203.589,1,1,0,1,1,1
28592,1,1089698.991,0,1,0,1,1,1
28593,1,1453566.427,0,1,0,1,1,1
28594,1,1453937.597,0,1,0,1,1,1
28595,1,250625.269,1,1,0,1,1,1
28596,1,422383.896,0,1,0,1,1,1
28597,1,535125.155,0,1,0,1,1,1
28598,1,535125.155,0,1,0,1,1,1
28599,1,599084.65,0,1,0,1,1,1
28600,1,1020304.465,0,1,0,1,1,1
